"codigo_localidad","consumo_complementario","identificador_empresa","consumo_basico","tipo_categoria","periodo","facturacion_consumo_basico","dias_facturados","nom_mpio","consumo_residencial","fch_ini_per_factura","estrato_sector","porcentaje_subsidio","valor_refacturacion","valor_subsidio","tension","nom_dpto","nombre","fch_exp_factura","fact_consumo_complementario","ano","fact_consumo_residencial","intereses_mora","nombre_localidad","ubicacion","tipo_factura","valor_total_facturado","valor_mora","nom_poblad","tipo_conexion","codigo_conexion","niu","id_factura","tipo_lectura"
"1300100700001","0.0","48907","31.2","L","2","33570.58","28","CARTAGENA DE INDIAS","0.0","2022-02-28T00:00:00.000","1","-0.760","0.0","-25656.39",,"BOLÍVAR","SOLING DEL SINU S.A.S. E.S.P.","2022-03-08T00:00:00.000","0.0","2022","0.0","0.0","ISLA FUERTE","R","N","7914.19","0.0","ISLA FUERTE","P","1","326448977947436012326448977","817542798175427981754279","E"
"1300100700001","0.0","48907","32.4","L","2","34861.76","28","CARTAGENA DE INDIAS","0.0","2022-02-28T00:00:00.000","1","-0.760","0.0","-26643.18",,"BOLÍVAR","SOLING DEL SINU S.A.S. E.S.P.","2022-03-08T00:00:00.000","0.0","2022","0.0","0.0","ISLA FUERTE","R","N","8218.58","0.0","ISLA FUERTE","P","1","36174526759535204361745267","972982583972982583972982583","E"
"1300100700001","0.0","48907","0.0","L","2","0","28","CARTAGENA DE INDIAS","0.0","2022-02-28T00:00:00.000","1","-0.760","0.0","0",,"BOLÍVAR","SOLING DEL SINU S.A.S. E.S.P.","2022-03-08T00:00:00.000","0.0","2022","0.0","0.0","ISLA FUERTE","R","N","0","0.0","ISLA FUERTE","P","1","809587794852272042809587794","187734659187734659187734659","E"
"1300100700001","0.0","48907","11.1","L","2","11943.38","28","CARTAGENA DE INDIAS","0.0","2022-02-28T00:00:00.000","C","-0.270","0.0","-3276.61","220.0","BOLÍVAR","SOLING DEL SINU S.A.S. E.S.P.","2022-03-08T00:00:00.000","0.0","2022","0.0","0.0","ISLA FUERTE","R","N","8666.77","0.0","ISLA FUERTE","P","1","128649608532602025128649608","846850905846850905846850905","E"
"1300100700001","0.0","48907","30.9","L","2","33247.79","28","CARTAGENA DE INDIAS","0.0","2022-02-28T00:00:00.000","C","-0.270","0.0","-9121.38","220.0","BOLÍVAR","SOLING DEL SINU S.A.S. E.S.P.","2022-03-08T00:00:00.000","0.0","2022","0.0","0.0","ISLA FUERTE","R","N","24126.41","0.0","ISLA FUERTE","P","1","67810437530425352678104375","209753048209753048209753048","E"
"1300100700001","0.0","48907","0.0","L","2","0","28","CARTAGENA DE INDIAS","0.0","2022-02-28T00:00:00.000","C","-0.270","0.0","0","220.0","BOLÍVAR","SOLING DEL SINU S.A.S. E.S.P.","2022-03-08T00:00:00.000","0.0","2022","0.0","0.0","ISLA FUERTE","R","N","0","0.0","ISLA FUERTE","P","1","129148389542725552129148389","224318420224318420224318420","E"
"1300100700001","0.0","48907","0.0","L","2","0","28","CARTAGENA DE INDIAS","0.0","2022-02-28T00:00:00.000","C","-0.270","0.0","0","220.0","BOLÍVAR","SOLING DEL SINU S.A.S. E.S.P.","2022-03-08T00:00:00.000","0.0","2022","0.0","0.0","ISLA FUERTE","R","N","0","0.0","ISLA FUERTE","P","1","791032908433757877791032908","145732767145732767145732767","E"
"1300100700001","0.0","48907","42.6","L","2","45836.76","28","CARTAGENA DE INDIAS","0.0","2022-02-28T00:00:00.000","C","-0.270","0.0","-12575.11","220.0","BOLÍVAR","SOLING DEL SINU S.A.S. E.S.P.","2022-03-08T00:00:00.000","0.0","2022","0.0","0.0","ISLA FUERTE","R","N","33261.65","0.0","ISLA FUERTE","P","1","446292859693146625446292859","959830470959830470959830470","E"
"1300100700001","0.0","48907","44.16","L","2","47515.29","28","CARTAGENA DE INDIAS","0.0","2022-02-28T00:00:00.000","C","-0.270","0.0","-13035.6","220.0","BOLÍVAR","SOLING DEL SINU S.A.S. E.S.P.","2022-03-08T00:00:00.000","0.0","2022","0.0","0.0","ISLA FUERTE","R","N","34479.69","0.0","ISLA FUERTE","P","1","325986017333231986325986017","986175781986175781986175781","E"
"1300100700001","0.0","48907","43.8","L","2","47127.94","28","CARTAGENA DE INDIAS","0.0","2022-02-28T00:00:00.000","C","-0.270","0.0","-12929.33","220.0","BOLÍVAR","SOLING DEL SINU S.A.S. E.S.P.","2022-03-08T00:00:00.000","0.0","2022","0.0","0.0","ISLA FUERTE","R","N","34198.61","0.0","ISLA FUERTE","P","1","243039368248348080243039368","200951002009510020095100","E"
